patient_insurance_id,patient_id,insurance_provider_id,policy_number,policy_holder_name,relationship_with_holder,policy_start_date,policy_end_date,coverage_amount,remaining_coverage,insurance_status,cashless_eligible,pre_authorization_number,remarks,created_by,updated_by,created_date,updated_date
16340,1968,25,POL69318338,Ankit Verma,Self,2020-01-01,2021-12-31,100000,25739.52,Expired,True,PA116339,System Generated,System,System,2020-01-01,2020-01-01
16341,23296,48,POL58483790,Sneha Kapoor,Self,2020-01-01,2021-12-31,100000,27530.05,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16342,9377,44,POL65155478,Komal Reddy,Self,2020-01-01,2022-12-31,300000,167691.36,Expired,True,PA116341,Verified,System,System,2020-01-01,2020-01-01
16343,9377,14,POL00881018,Komal Reddy,Self,2022-12-31,2024-12-30,500000,336698.97,Expired,True,PA116342,System Generated,System,System,2022-12-31,2022-12-31
16344,21498,43,POL14415446,Aditya Menon,Self,2020-01-01,2022-12-31,500000,115211.67,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16345,29837,4,POL18748644,Nikhil Pillai,Self,2020-01-01,2021-12-31,100000,32671.18,Expired,True,PA116344,Waiting Approval,System,System,2020-01-01,2020-01-01
16346,1635,16,POL00955680,Amit Verma,Self,2020-01-01,2020-12-31,500000,381334.19,Expired,True,PA116345,Verified,System,System,2020-01-01,2020-01-01
16347,25643,19,POL53988725,Raj Das,Self,2020-01-01,2020-12-31,1000000,734831.82,Expired,True,PA116346,Verified,System,System,2020-01-01,2020-01-01
16348,7403,22,POL10720846,Aryan Chavan,Self,2020-01-01,2022-12-31,200000,54349.79,Expired,True,PA116347,Policy Renewed,System,System,2020-01-01,2020-01-01
16349,17947,45,POL57974812,Taylor Mishra,Self,2020-01-01,2021-12-31,300000,283599.88,Expired,True,PA116348,Waiting Approval,System,System,2020-01-01,2020-01-01
16350,17947,44,POL41550223,Taylor Mishra,Self,2021-12-31,2024-12-30,300000,121143.31,Expired,False,,Cashless Approved,System,System,2021-12-31,2021-12-31
16351,19806,24,POL72606983,Anjali Kulkarni,Self,2020-01-01,2020-12-31,1000000,909784.52,Expired,True,PA116350,Verified,System,System,2020-01-01,2020-01-01
16352,19806,5,POL60863601,Anjali Kulkarni,Self,2020-12-31,2023-12-31,300000,281517.16,Expired,False,,System Generated,System,System,2020-12-31,2020-12-31
16353,9810,13,POL76153451,Sai Joshi,Self,2020-01-01,2021-12-31,1000000,592055.77,Expired,True,PA116352,Cashless Approved,System,System,2020-01-01,2020-01-01
16354,18471,22,POL90654246,Harsh Verma,Mother,2020-01-01,2022-12-31,200000,105914.64,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16355,18471,49,POL86907664,Harsh Verma,Self,2022-12-31,2024-12-30,200000,84501.93,Expired,False,,Verified,System,System,2022-12-31,2022-12-31
16356,24648,2,POL32618592,Neha Nair,Guardian,2020-01-01,2021-12-31,500000,422952.8,Expired,True,PA116355,Policy Renewed,System,System,2020-01-01,2020-01-01
16357,24480,33,POL08955046,Vivaan Bose,Self,2020-01-01,2021-12-31,500000,178635.43,Expired,True,PA116356,Waiting Approval,System,System,2020-01-01,2020-01-01
16358,3038,13,POL71451687,Ritvik Shetty,Self,2020-01-01,2022-12-31,500000,348849.83,Expired,True,PA116357,Waiting Approval,System,System,2020-01-01,2020-01-01
16359,9672,28,POL00731983,Sakshi Pillai,Self,2020-01-01,2021-12-31,500000,326853.62,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16360,623,45,POL99939217,Preeti Menon,Spouse,2020-01-01,2021-12-31,500000,199558.0,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16361,6247,46,POL11120631,Karan Sharma,Self,2020-01-01,2022-12-31,500000,493218.87,Expired,True,PA116360,Cashless Approved,System,System,2020-01-01,2020-01-01
16362,927,23,POL11095187,Anjali Mishra,Self,2020-01-01,2021-12-31,300000,263117.81,Expired,True,PA116361,Cashless Approved,System,System,2020-01-01,2020-01-01
16363,9691,45,POL38433006,Yash Jain,Spouse,2020-01-01,2021-12-31,300000,64926.82,Expired,True,PA116362,Policy Renewed,System,System,2020-01-01,2020-01-01
16364,9691,43,POL49254996,Yash Jain,Self,2021-12-31,2022-12-31,300000,161340.58,Expired,True,PA116363,Cashless Approved,System,System,2021-12-31,2021-12-31
16365,25730,34,POL58792229,Akash Fernandes,Self,2020-01-01,2021-12-31,500000,243588.77,Expired,True,PA116364,System Generated,System,System,2020-01-01,2020-01-01
16366,17143,35,POL18114280,Ritvik Pillai,Self,2020-01-01,2021-12-31,300000,271874.22,Expired,True,PA116365,Policy Renewed,System,System,2020-01-01,2020-01-01
16367,18856,21,POL03522858,Aditi Mishra,Self,2020-01-01,2020-12-31,100000,41159.64,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16368,26037,18,POL03025916,Priya Pandey,Self,2020-01-01,2020-12-31,100000,99876.05,Expired,True,PA116367,Waiting Approval,System,System,2020-01-01,2020-01-01
16369,16069,23,POL95012733,Harsh Shetty,Self,2020-01-01,2020-12-31,1000000,360063.67,Expired,True,PA116368,Policy Renewed,System,System,2020-01-01,2020-01-01
16370,28126,2,POL74635481,Preeti Bose,Self,2020-01-01,2020-12-31,100000,39510.77,Expired,True,PA116369,Waiting Approval,System,System,2020-01-01,2020-01-01
16371,14399,24,POL17345322,Muskan Nair,Self,2020-01-01,2021-12-31,100000,73286.53,Expired,True,PA116370,Verified,System,System,2020-01-01,2020-01-01
16372,26835,27,POL26580568,Ritvik Patel,Self,2020-01-01,2021-12-31,300000,98653.65,Expired,True,PA116371,System Generated,System,System,2020-01-01,2020-01-01
16373,14147,1,POL81223563,Preeti Yadav,Self,2020-01-01,2020-12-31,200000,182208.35,Expired,True,PA116372,Verified,System,System,2020-01-01,2020-01-01
16374,20370,6,POL02342216,Ananya Sharma,Self,2020-01-01,2022-12-31,300000,86383.0,Expired,True,PA116373,Policy Renewed,System,System,2020-01-01,2020-01-01
16375,1333,33,POL71149241,Nandini Mishra,Self,2020-01-01,2020-12-31,100000,98665.39,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16376,9225,35,POL99738522,Varun Das,Self,2020-01-01,2022-12-31,100000,89971.45,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16377,9225,12,POL82015254,Varun Das,Self,2022-12-31,2025-12-30,500000,435862.6,Expired,True,PA116376,Verified,System,System,2022-12-31,2022-12-31
16378,5150,30,POL91344472,Aryan Bose,Self,2020-01-01,2020-12-31,500000,262886.93,Expired,True,PA116377,Verified,System,System,2020-01-01,2020-01-01
16379,28901,40,POL86608927,Aditya Khan,Self,2020-01-01,2021-12-31,100000,61091.33,Expired,True,PA116378,Waiting Approval,System,System,2020-01-01,2020-01-01
16380,10523,19,POL76879133,Amit Singh,Mother,2020-01-01,2022-12-31,500000,282543.16,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16381,2689,34,POL72486924,Raj Shetty,Self,2020-01-01,2021-12-31,300000,296982.46,Expired,True,PA116380,Policy Renewed,System,System,2020-01-01,2020-01-01
16382,1715,4,POL92207161,Simran Nair,Self,2020-01-01,2022-12-31,500000,113930.38,Expired,True,PA116381,Waiting Approval,System,System,2020-01-01,2020-01-01
16383,1715,46,POL55931288,Simran Nair,Self,2022-12-31,2025-12-30,300000,151610.15,Expired,True,PA116382,System Generated,System,System,2022-12-31,2022-12-31
16384,20708,29,POL08351222,Kavya Verma,Self,2020-01-01,2020-12-31,200000,194942.13,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16385,20708,31,POL56326083,Kavya Verma,Father,2020-12-31,2023-12-31,500000,247756.09,Expired,True,PA116384,Policy Renewed,System,System,2020-12-31,2020-12-31
16386,28760,14,POL32661938,Vivaan Patel,Self,2020-01-01,2021-12-31,200000,103741.33,Expired,True,PA116385,Policy Renewed,System,System,2020-01-01,2020-01-01
16387,2060,38,POL57479661,Riya Bose,Self,2020-01-01,2021-12-31,200000,141008.12,Expired,True,PA116386,System Generated,System,System,2020-01-01,2020-01-01
16388,20380,35,POL78373409,Vihaan Fernandes,Self,2020-01-01,2022-12-31,300000,277744.51,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16389,20380,47,POL65841720,Vihaan Fernandes,Self,2022-12-31,2024-12-30,500000,217808.87,Expired,True,PA116388,Policy Renewed,System,System,2022-12-31,2022-12-31
16390,6038,39,POL17744819,Tanvi Khan,Self,2020-01-01,2021-12-31,300000,287425.3,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16391,8524,36,POL23550402,Simran Iyer,Self,2020-01-01,2022-12-31,200000,85209.87,Expired,True,PA116390,Cashless Approved,System,System,2020-01-01,2020-01-01
16392,14514,49,POL18525445,Nikhil Iyer,Self,2020-01-01,2022-12-31,500000,426157.79,Expired,True,PA116391,Cashless Approved,System,System,2020-01-01,2020-01-01
16393,21681,50,POL49997008,Komal Shetty,Self,2020-01-01,2021-12-31,500000,210335.25,Expired,True,PA116392,Policy Renewed,System,System,2020-01-01,2020-01-01
16394,21681,1,POL52836397,Komal Shetty,Self,2021-12-31,2023-12-31,300000,77516.08,Expired,False,,Verified,System,System,2021-12-31,2021-12-31
16395,3856,46,POL40905430,Nikhil Thomas,Self,2020-01-01,2022-12-31,200000,169968.41,Expired,True,PA116394,Cashless Approved,System,System,2020-01-01,2020-01-01
16396,1179,48,POL60877061,Riya Nair,Self,2020-01-01,2022-12-31,300000,168018.33,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16397,8123,15,POL62465151,Vihaan Shetty,Self,2020-01-01,2021-12-31,100000,51259.92,Expired,True,PA116396,Cashless Approved,System,System,2020-01-01,2020-01-01
16398,7519,23,POL93863372,Amit Pillai,Guardian,2020-01-01,2020-12-31,500000,271953.19,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16399,7519,47,POL34138974,Amit Pillai,Self,2020-12-31,2021-12-31,500000,344630.51,Expired,True,PA116398,Cashless Approved,System,System,2020-12-31,2020-12-31
16400,21839,10,POL71845762,Manish Mishra,Mother,2020-01-01,2022-12-31,200000,82030.95,Expired,True,PA116399,Verified,System,System,2020-01-01,2020-01-01
16401,12091,15,POL87210096,Pooja Pandey,Self,2020-01-01,2022-12-31,100000,38981.96,Expired,True,PA116400,Cashless Approved,System,System,2020-01-01,2020-01-01
16402,18949,3,POL93964596,Karan Menon,Spouse,2020-01-01,2021-12-31,100000,58675.14,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16403,20156,38,POL21320391,Tanvi Fernandes,Self,2020-01-01,2021-12-31,500000,114253.35,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16404,10908,29,POL79466942,Amit Khan,Self,2020-01-01,2020-12-31,200000,142855.9,Expired,True,PA116403,Verified,System,System,2020-01-01,2020-01-01
16405,27830,11,POL77586047,Robin Nair,Father,2020-01-01,2022-12-31,300000,257482.58,Expired,True,PA116404,Cashless Approved,System,System,2020-01-01,2020-01-01
16406,10081,48,POL71466916,Amit Pillai,Father,2020-01-01,2021-12-31,200000,156386.69,Expired,True,PA116405,System Generated,System,System,2020-01-01,2020-01-01
16407,10081,10,POL29310356,Amit Pillai,Self,2021-12-31,2023-12-31,100000,57544.2,Expired,True,PA116406,System Generated,System,System,2021-12-31,2021-12-31
16408,8509,27,POL36502337,Shruti Iyer,Self,2020-01-01,2021-12-31,300000,195693.68,Expired,True,PA116407,System Generated,System,System,2020-01-01,2020-01-01
16409,10116,30,POL52621944,Harsh Pandey,Self,2020-01-01,2022-12-31,300000,66283.39,Expired,True,PA116408,System Generated,System,System,2020-01-01,2020-01-01
16410,7581,24,POL90696129,Ishita Iyer,Father,2020-01-01,2020-12-31,500000,464941.51,Expired,True,PA116409,Cashless Approved,System,System,2020-01-01,2020-01-01
16411,16793,9,POL00390116,Sai Bose,Self,2020-01-01,2021-12-31,200000,129290.01,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16412,21288,4,POL19531997,Diya Pandey,Self,2020-01-01,2022-12-31,200000,90625.46,Expired,True,PA116411,Verified,System,System,2020-01-01,2020-01-01
16413,26884,14,POL84523138,Tanvi Pandey,Self,2020-01-01,2021-12-31,500000,217432.93,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16414,7846,10,POL61696887,Muskan Joshi,Spouse,2020-01-01,2021-12-31,500000,363863.23,Expired,True,PA116413,Policy Renewed,System,System,2020-01-01,2020-01-01
16415,19941,8,POL82506022,Simran Shetty,Self,2020-01-01,2020-12-31,500000,333731.56,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16416,19941,38,POL16303936,Simran Shetty,Self,2020-12-31,2021-12-31,100000,35027.41,Expired,True,PA116415,Waiting Approval,System,System,2020-12-31,2020-12-31
16417,13977,45,POL75745628,Kavya Kapoor,Mother,2020-01-01,2020-12-31,200000,105587.06,Expired,True,PA116416,Verified,System,System,2020-01-01,2020-01-01
16418,13977,35,POL89442062,Kavya Kapoor,Self,2020-12-31,2021-12-31,300000,222283.53,Expired,True,PA116417,Waiting Approval,System,System,2020-12-31,2020-12-31
16419,28482,1,POL60593375,Sakshi Bose,Self,2020-01-01,2021-12-31,500000,219061.89,Expired,True,PA116418,Verified,System,System,2020-01-01,2020-01-01
16420,28482,26,POL96555185,Sakshi Bose,Self,2021-12-31,2023-12-31,500000,303710.63,Expired,False,,Policy Renewed,System,System,2021-12-31,2021-12-31
16421,2819,43,POL07471482,Ankit Kapoor,Self,2020-01-01,2020-12-31,500000,201951.71,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16422,19330,24,POL09503096,Sam Shetty,Self,2020-01-01,2021-12-31,100000,25734.52,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16423,951,44,POL58894812,Ritvik Sharma,Self,2020-01-01,2020-12-31,500000,255298.31,Expired,True,PA116422,System Generated,System,System,2020-01-01,2020-01-01
16424,5363,42,POL94798849,Aryan Shetty,Self,2020-01-01,2020-12-31,500000,392830.91,Expired,True,PA116423,Waiting Approval,System,System,2020-01-01,2020-01-01
16425,18135,37,POL40746840,Diya Bose,Self,2020-01-01,2022-12-31,100000,37108.03,Expired,True,PA116424,System Generated,System,System,2020-01-01,2020-01-01
16426,25486,2,POL82598400,Shruti Mishra,Self,2020-01-01,2020-12-31,300000,241080.82,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16427,20328,34,POL83392011,Neha Patel,Self,2020-01-01,2021-12-31,300000,220678.16,Expired,True,PA116426,Policy Renewed,System,System,2020-01-01,2020-01-01
16428,20328,33,POL00883986,Neha Patel,Self,2021-12-31,2023-12-31,200000,121179.26,Expired,False,,Waiting Approval,System,System,2021-12-31,2021-12-31
16429,22502,20,POL28008904,Sneha Yadav,Self,2020-01-01,2021-12-31,300000,293149.36,Expired,True,PA116428,Policy Renewed,System,System,2020-01-01,2020-01-01
16430,18840,25,POL44967609,Vihaan Mishra,Self,2020-01-01,2021-12-31,500000,453365.82,Expired,True,PA116429,Verified,System,System,2020-01-01,2020-01-01
16431,13858,13,POL16622340,Aditi Thomas,Self,2020-01-01,2022-12-31,500000,325270.49,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16432,22280,25,POL83312320,Ankit Iyer,Self,2020-01-01,2020-12-31,1000000,646223.9,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16433,20758,17,POL43936281,Rohan Chavan,Spouse,2020-01-01,2020-12-31,300000,126665.11,Expired,True,PA116432,Cashless Approved,System,System,2020-01-01,2020-01-01
16434,6386,41,POL42546274,Preeti Patel,Self,2020-01-01,2022-12-31,300000,280847.62,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16435,9585,18,POL32020567,Aanya Khan,Self,2020-01-01,2020-12-31,500000,458371.42,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16436,1640,23,POL56824658,Muskan Yadav,Self,2020-01-01,2020-12-31,300000,238093.66,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16437,5201,48,POL09455551,Sneha Jain,Self,2020-01-01,2020-12-31,100000,30230.57,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16438,16201,20,POL99008201,Khushi Sharma,Self,2020-01-01,2022-12-31,500000,381458.38,Expired,True,PA116437,Policy Renewed,System,System,2020-01-01,2020-01-01
16439,25561,28,POL71386972,Harsh Fernandes,Self,2020-01-01,2021-12-31,200000,80498.23,Expired,True,PA116438,Verified,System,System,2020-01-01,2020-01-01
16440,27790,1,POL71992036,Shruti Jain,Self,2020-01-01,2021-12-31,100000,35104.78,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16441,6452,49,POL02932885,Abhishek Kulkarni,Self,2020-01-01,2020-12-31,100000,80736.94,Expired,True,PA116440,Cashless Approved,System,System,2020-01-01,2020-01-01
16442,6452,36,POL80167177,Abhishek Kulkarni,Self,2020-12-31,2022-12-31,1000000,967786.35,Expired,True,PA116441,Cashless Approved,System,System,2020-12-31,2020-12-31
16443,26486,23,POL23589659,Raj Das,Self,2020-01-01,2020-12-31,200000,57424.92,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16444,18259,2,POL21664743,Sai Menon,Self,2020-01-01,2022-12-31,300000,99354.25,Expired,True,PA116443,System Generated,System,System,2020-01-01,2020-01-01
16445,11922,3,POL32730659,Ishita Pandey,Self,2020-01-01,2022-12-31,1000000,375387.59,Expired,True,PA116444,System Generated,System,System,2020-01-01,2020-01-01
16446,12649,20,POL06027761,Kavya Iyer,Mother,2020-01-01,2022-12-31,300000,291098.66,Expired,True,PA116445,Verified,System,System,2020-01-01,2020-01-01
16447,20791,34,POL77535613,Raj Singh,Spouse,2020-01-01,2020-12-31,100000,75711.86,Expired,True,PA116446,Policy Renewed,System,System,2020-01-01,2020-01-01
16448,27096,8,POL87164606,Varun Chavan,Spouse,2020-01-01,2021-12-31,300000,222789.11,Expired,True,PA116447,System Generated,System,System,2020-01-01,2020-01-01
16449,27096,13,POL61841389,Varun Chavan,Father,2021-12-31,2024-12-30,100000,60402.14,Expired,False,,Cashless Approved,System,System,2021-12-31,2021-12-31
16450,17345,16,POL47759924,Rohan Bose,Self,2020-01-01,2022-12-31,100000,63007.66,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16451,16722,41,POL19614376,Harsh Shetty,Spouse,2020-01-01,2020-12-31,500000,216069.3,Expired,True,PA116450,System Generated,System,System,2020-01-01,2020-01-01
16452,18023,48,POL03384544,Rahul Pandey,Self,2020-01-01,2020-12-31,200000,64727.69,Expired,True,PA116451,Policy Renewed,System,System,2020-01-01,2020-01-01
16453,20506,26,POL67608278,Vihaan Pandey,Self,2020-01-01,2020-12-31,500000,412110.17,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16454,20506,41,POL90470504,Vihaan Pandey,Spouse,2020-12-31,2023-12-31,300000,172966.26,Expired,False,,Policy Renewed,System,System,2020-12-31,2020-12-31
16455,7317,5,POL79277672,Radhika Das,Self,2020-01-01,2020-12-31,200000,80961.39,Expired,True,PA116454,Cashless Approved,System,System,2020-01-01,2020-01-01
16456,1966,14,POL93307016,Swati Bose,Guardian,2020-01-01,2020-12-31,300000,211867.46,Expired,True,PA116455,Verified,System,System,2020-01-01,2020-01-01
16457,15908,42,POL32648251,Swati Iyer,Self,2020-01-01,2020-12-31,100000,36756.74,Expired,True,PA116456,Waiting Approval,System,System,2020-01-01,2020-01-01
16458,26029,10,POL86672105,Neha Patel,Self,2020-01-01,2021-12-31,200000,118204.21,Expired,True,PA116457,System Generated,System,System,2020-01-01,2020-01-01
16459,26029,8,POL19299625,Neha Patel,Self,2021-12-31,2022-12-31,300000,105652.82,Expired,True,PA116458,System Generated,System,System,2021-12-31,2021-12-31
16460,26094,8,POL11471623,Muskan Iyer,Self,2020-01-01,2020-12-31,200000,161547.42,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16461,26094,18,POL54782555,Muskan Iyer,Self,2020-12-31,2021-12-31,500000,228320.76,Expired,True,PA116460,Waiting Approval,System,System,2020-12-31,2020-12-31
16462,28306,36,POL51582065,Rohan Bose,Spouse,2020-01-01,2021-12-31,100000,55335.92,Expired,True,PA116461,Cashless Approved,System,System,2020-01-01,2020-01-01
16463,2026,44,POL15059796,Riya Pillai,Self,2020-01-01,2021-12-31,300000,241171.5,Expired,True,PA116462,Cashless Approved,System,System,2020-01-01,2020-01-01
16464,23139,10,POL68157707,Rahul Mishra,Self,2020-01-01,2022-12-31,500000,363838.54,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16465,23139,46,POL86075202,Rahul Mishra,Self,2022-12-31,2023-12-31,300000,155928.77,Expired,True,PA116464,Verified,System,System,2022-12-31,2022-12-31
16466,14371,15,POL97199690,Akash Kulkarni,Self,2020-01-01,2022-12-31,500000,128411.2,Expired,True,PA116465,System Generated,System,System,2020-01-01,2020-01-01
16467,29975,35,POL27786331,Kavya Kapoor,Self,2020-01-01,2022-12-31,500000,468642.8,Expired,True,PA116466,System Generated,System,System,2020-01-01,2020-01-01
16468,13555,49,POL86528150,Anjali Yadav,Self,2020-01-01,2021-12-31,1000000,206340.14,Expired,True,PA116467,System Generated,System,System,2020-01-01,2020-01-01
16469,11762,5,POL84343743,Arjun Reddy,Self,2020-01-01,2021-12-31,200000,157535.06,Expired,True,PA116468,Cashless Approved,System,System,2020-01-01,2020-01-01
16470,11762,25,POL68827627,Arjun Reddy,Self,2021-12-31,2024-12-30,1000000,956323.19,Expired,False,,System Generated,System,System,2021-12-31,2021-12-31
16471,11138,36,POL99609418,Ritvik Khan,Self,2020-01-01,2022-12-31,300000,133601.05,Expired,True,PA116470,Verified,System,System,2020-01-01,2020-01-01
16472,11138,34,POL63962876,Ritvik Khan,Self,2022-12-31,2025-12-30,500000,130176.94,Expired,True,PA116471,Verified,System,System,2022-12-31,2022-12-31
16473,4964,36,POL66538015,Priya Thomas,Self,2020-01-01,2021-12-31,1000000,399636.02,Expired,True,PA116472,Verified,System,System,2020-01-01,2020-01-01
16474,4128,43,POL59750354,Swati Das,Self,2020-01-01,2021-12-31,300000,135220.39,Expired,True,PA116473,System Generated,System,System,2020-01-01,2020-01-01
16475,4128,35,POL29682815,Swati Das,Spouse,2021-12-31,2022-12-31,500000,280528.11,Expired,True,PA116474,Waiting Approval,System,System,2021-12-31,2021-12-31
16476,10574,50,POL79784446,Ankit Khan,Self,2020-01-01,2021-12-31,300000,186057.38,Expired,True,PA116475,System Generated,System,System,2020-01-01,2020-01-01
16477,26684,34,POL44275563,Ishita Sharma,Self,2020-01-01,2021-12-31,300000,234079.26,Expired,True,PA116476,Waiting Approval,System,System,2020-01-01,2020-01-01
16478,7682,43,POL52415903,Pooja Shetty,Self,2020-01-01,2022-12-31,300000,276219.65,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16479,28632,31,POL80733639,Anjali Fernandes,Self,2020-01-01,2020-12-31,100000,57183.49,Expired,False,,Verified,System,System,2020-01-01,2020-01-01
16480,2929,27,POL25905670,Aryan Thomas,Self,2020-01-01,2020-12-31,300000,239118.82,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16481,20034,2,POL29763395,Vivaan Kulkarni,Self,2020-01-01,2022-12-31,1000000,301759.14,Expired,True,PA116480,Verified,System,System,2020-01-01,2020-01-01
16482,1791,19,POL59485161,Muskan Kulkarni,Spouse,2020-01-01,2022-12-31,500000,231513.28,Expired,True,PA116481,System Generated,System,System,2020-01-01,2020-01-01
16483,13632,4,POL91113717,Aryan Jain,Self,2020-01-01,2021-12-31,500000,147231.69,Expired,True,PA116482,Cashless Approved,System,System,2020-01-01,2020-01-01
16484,6955,49,POL83080072,Vihaan Chavan,Self,2020-01-01,2022-12-31,500000,376696.47,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16485,15658,11,POL56171422,Rahul Joshi,Self,2020-01-01,2021-12-31,200000,185223.26,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16486,17438,2,POL36909398,Abhishek Shetty,Self,2020-01-01,2020-12-31,100000,91124.65,Expired,True,PA116485,Verified,System,System,2020-01-01,2020-01-01
16487,16167,7,POL15213453,Neha Pillai,Mother,2020-01-01,2021-12-31,200000,92231.74,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16488,29934,8,POL54006771,Amit Kulkarni,Self,2020-01-01,2021-12-31,100000,38737.56,Expired,True,PA116487,Cashless Approved,System,System,2020-01-01,2020-01-01
16489,7027,19,POL99130914,Harsh Reddy,Guardian,2020-01-01,2020-12-31,500000,209620.12,Expired,True,PA116488,Policy Renewed,System,System,2020-01-01,2020-01-01
16490,24514,26,POL63553748,Anjali Menon,Self,2020-01-01,2021-12-31,500000,214933.85,Expired,True,PA116489,Policy Renewed,System,System,2020-01-01,2020-01-01
16491,6708,49,POL89154398,Aarav Chavan,Self,2020-01-01,2020-12-31,200000,53159.32,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16492,18435,36,POL94685560,Khushi Pillai,Self,2020-01-01,2020-12-31,100000,30667.53,Expired,True,PA116491,Verified,System,System,2020-01-01,2020-01-01
16493,18435,19,POL52840813,Khushi Pillai,Self,2020-12-31,2023-12-31,200000,74317.38,Expired,True,PA116492,Policy Renewed,System,System,2020-12-31,2020-12-31
16494,28615,34,POL14578805,Vihaan Sharma,Self,2020-01-01,2022-12-31,200000,41307.04,Expired,True,PA116493,Policy Renewed,System,System,2020-01-01,2020-01-01
16495,13875,37,POL64589639,Sakshi Reddy,Self,2020-01-01,2021-12-31,300000,71335.2,Expired,True,PA116494,System Generated,System,System,2020-01-01,2020-01-01
16496,12180,46,POL72979604,Sakshi Kulkarni,Self,2020-01-01,2022-12-31,200000,151768.04,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16497,1594,43,POL48154596,Amit Sharma,Self,2020-01-01,2021-12-31,200000,139091.8,Expired,True,PA116496,Waiting Approval,System,System,2020-01-01,2020-01-01
16498,10394,7,POL84429897,Priya Bose,Self,2020-01-01,2020-12-31,1000000,956337.8,Expired,False,,Policy Renewed,System,System,2020-01-01,2020-01-01
16499,10394,43,POL07336740,Priya Bose,Self,2020-12-31,2021-12-31,200000,104281.14,Expired,True,PA116498,System Generated,System,System,2020-12-31,2020-12-31
16500,4384,33,POL93113134,Preeti Thomas,Father,2020-01-01,2022-12-31,500000,277732.67,Expired,True,PA116499,Cashless Approved,System,System,2020-01-01,2020-01-01
16501,7528,33,POL00647068,Aditi Das,Self,2020-01-01,2020-12-31,500000,127094.05,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16502,701,39,POL51542060,Kavya Fernandes,Self,2020-01-01,2020-12-31,200000,64360.1,Expired,False,,Waiting Approval,System,System,2020-01-01,2020-01-01
16503,22349,13,POL89531848,Kavya Kulkarni,Self,2020-01-01,2021-12-31,500000,376642.96,Expired,True,PA116502,Policy Renewed,System,System,2020-01-01,2020-01-01
16504,24401,29,POL32417984,Neha Shetty,Self,2020-01-01,2020-12-31,300000,116409.54,Expired,True,PA116503,Verified,System,System,2020-01-01,2020-01-01
16505,26717,8,POL17524750,Rahul Das,Self,2020-01-01,2022-12-31,100000,81862.19,Expired,True,PA116504,Cashless Approved,System,System,2020-01-01,2020-01-01
16506,28672,10,POL02577767,Sakshi Yadav,Self,2020-01-01,2020-12-31,100000,76454.41,Expired,False,,System Generated,System,System,2020-01-01,2020-01-01
16507,11378,24,POL44346444,Rohan Jain,Self,2020-01-01,2022-12-31,500000,398904.96,Expired,False,,Cashless Approved,System,System,2020-01-01,2020-01-01
16508,17025,33,POL90687183,Neha Iyer,Self,2020-01-01,2021-12-31,300000,225739.83,Expired,True,PA116507,System Generated,System,System,2020-01-01,2020-01-01
